date,district,division,lat,lon,temp_c,humidity,wind_speed,clouds,aqi,pm2_5,o3,no2,so2,co
2025-08-10,Bagerhat,Khulna,22.655478,89.794181,30.96,68,4.05,100,1,1.45,40.24,0.13,0.17,98.42
2025-08-10,Bandarban,Chattogram,21.787476,92.412475,30.47,73,1.01,98,1,0.9,30.53,0.03,0.02,79.08
2025-08-10,Barguna,Barishal,22.131336,90.117243,31.65,67,5.59,94,1,1.15,33.32,0.03,0.11,85.85
2025-08-10,Barishal,Barishal,22.493403,90.354801,32.51,59,4.9,100,1,1.04,34.61,0.04,0.08,86.42
2025-08-10,Bhola,Barishal,22.143569,90.790409,29.45,77,4.73,100,1,0.52,31.88,0.02,0.03,82.48
2025-08-10,Bogura,Rajshahi,24.850066,89.372843,34.32,55,4.18,75,3,30.98,71.42,7.88,10.1,296.52
2025-08-10,Brahmanbaria,Chattogram,23.9606,91.119089,33.06,66,5.14,75,1,1.17,31.88,1.07,0.44,108.5
2025-08-10,Chandpur,Chattogram,23.224176,90.6531,32.63,60,4.38,98,1,0.67,33.0,0.29,0.24,88.4
2025-08-10,Chapai Nawabganj,Rajshahi,24.599887,88.285047,34.99,50,4.0,81,3,26.17,80.12,6.6,12.99,291.96
2025-08-10,Chattogram,Chattogram,22.333778,91.834435,31.93,66,4.12,40,1,0.6,28.72,0.02,0.02,79.72
2025-08-10,Chuadanga,Khulna,23.643661,88.846448,32.3,68,4.66,100,2,12.26,58.66,8.31,11.64,257.2
2025-08-10,Cox's Bazar,Chattogram,21.176647,92.003505,28.77,79,4.63,74,1,0.56,30.1,0.02,0.02,81.94
2025-08-10,Cumilla,Chattogram,23.461061,91.180875,31.67,66,4.3,95,1,0.9,31.8,0.56,0.25,96.99
2025-08-10,Dhaka,Dhaka,23.764386,90.389014,31.98,66,3.6,75,1,1.53,41.04,1.56,1.24,118.33
2025-08-10,Dinajpur,Rangpur,25.626071,88.634623,34.02,56,3.23,100,3,38.21,61.04,11.9,14.35,346.4
2025-08-10,Faridpur,Dhaka,23.604018,89.841554,32.16,65,4.25,100,1,2.87,46.45,3.18,3.3,146.04
2025-08-10,Feni,Chattogram,23.01276,91.404923,30.96,69,4.75,100,1,0.79,31.08,0.21,0.09,88.05
2025-08-10,Gaibandha,Rangpur,25.086001,89.869644,32.7,63,4.69,62,2,16.71,63.75,5.78,3.8,236.97
2025-08-10,Gazipur,Dhaka,23.999756,90.417363,32.01,66,3.6,75,1,1.45,39.15,1.73,1.07,119.78
2025-08-10,Gopalganj,Dhaka,23.004994,89.830318,32.08,63,4.65,100,1,1.38,39.61,1.04,1.44,106.29
2025-08-10,Habiganj,Sylhet,24.374603,91.414027,31.75,67,3.86,95,1,1.43,34.44,1.32,1.09,113.15
2025-08-10,Jamalpur,Mymensingh,24.925587,89.943668,32.84,61,4.76,81,2,14.51,65.12,5.33,3.77,228.46
2025-08-10,Jashore,Khulna,23.166526,89.209442,32.01,68,4.74,100,1,2.73,48.2,2.17,3.11,136.27
2025-08-10,Jhalokathi,Barishal,22.56239,90.174282,32.47,59,4.79,100,1,1.23,35.62,0.05,0.1,88.23
2025-08-10,Jhenaidah,Khulna,23.544696,89.173194,31.57,71,4.58,100,1,6.96,54.76,5.34,7.26,197.61
2025-08-10,Joypurhat,Rajshahi,25.111402,88.98842,33.35,60,4.3,83,4,51.2,64.9,10.84,19.5,350.23
2025-08-10,Khagrachhari,Chattogram,23.1078,91.988996,30.66,70,2.36,100,1,0.84,31.55,0.21,0.08,83.44
2025-08-10,Khulna,Khulna,22.937209,89.285274,32.21,66,4.75,100,1,2.35,47.36,1.2,1.69,123.05
2025-08-10,Kishoreganj,Dhaka,24.433982,90.785723,33.14,59,3.87,96,1,2.76,48.65,1.93,0.7,138.59
2025-08-10,Kurigram,Rangpur,25.813013,89.643052,32.02,67,4.1,69,2,19.23,54.72,9.32,6.07,277.89
2025-08-10,Kushtia,Khulna,23.898795,89.129554,31.93,69,4.72,88,2,12.69,57.14,9.67,12.71,269.39
2025-08-10,Lakshmipur,Chattogram,22.944537,90.827635,32.21,63,5.18,96,1,0.7,32.17,0.12,0.09,85.85
2025-08-10,Lalmonirhat,Rangpur,25.916351,89.446139,32.82,63,3.72,89,2,22.26,51.11,11.34,8.16,297.52
2025-08-10,Madaripur,Dhaka,23.167518,90.204727,31.7,68,3.36,100,1,0.97,36.06,0.4,0.47,93.21
2025-08-10,Magura,Khulna,23.488077,89.420182,31.55,70,4.86,100,1,3.55,47.51,4.51,5.6,161.67
2025-08-10,Manikganj,Dhaka,23.832984,89.966688,32.69,61,5.43,100,1,3.61,49.59,4.02,3.91,162.84
2025-08-10,Meherpur,Khulna,23.781785,88.636937,32.27,67,4.95,96,2,14.02,64.07,6.44,8.53,251.55
2025-08-10,Moulvibazar,Sylhet,24.488082,91.763018,31.63,69,4.17,84,1,1.47,33.7,1.41,1.1,114.68
2025-08-10,Munshiganj,Dhaka,23.54838,90.534972,33.06,57,4.61,100,1,1.01,36.16,0.87,0.66,101.46
2025-08-10,Mymensingh,Mymensingh,24.888931,90.384519,32.32,63,3.36,93,1,7.29,58.57,3.76,1.65,185.43
2025-08-10,Naogaon,Rajshahi,24.807323,88.944545,33.99,58,4.51,55,3,42.24,69.74,9.36,15.9,328.53
2025-08-10,Narail,Khulna,25.074884,90.391651,31.03,71,2.07,92,1,8.13,58.45,4.24,1.57,193.29
2025-08-10,Narayanganj,Dhaka,23.623673,90.498807,32.01,55,5.06,100,1,1.23,37.66,1.3,0.87,110.62
2025-08-10,Narsingdi,Dhaka,23.919715,90.715298,32.96,58,4.4,98,1,1.06,34.91,1.41,0.62,110.15
2025-08-10,Natore,Rajshahi,24.413185,88.986668,33.68,60,4.51,91,2,24.31,79.41,6.4,8.7,285.14
2025-08-10,Netrokona,Mymensingh,24.891567,90.712533,31.74,65,2.53,100,1,3.71,52.62,2.42,0.83,151.44
2025-08-10,Nilphamari,Rangpur,25.933927,88.853459,34.01,56,3.16,100,3,40.9,50.18,13.2,14.78,380.39
2025-08-10,Noakhali,Chattogram,22.25408,91.17144,28.6,81,4.9,95,1,0.6,31.18,0.02,0.03,84.36
2025-08-10,Pabna,Rajshahi,24.006808,89.244834,32.22,66,5.05,85,2,12.66,62.57,7.88,9.23,250.31
2025-08-10,Panchagarh,Rangpur,26.320945,88.547114,33.15,58,1.66,100,4,61.94,73.53,6.36,7.27,420.23
2025-08-10,Patuakhali,Barishal,22.008424,90.382683,30.62,72,5.23,99,1,0.94,32.84,0.02,0.08,84.73
2025-08-10,Pirojpur,Barishal,22.50956,90.00725,32.39,61,5.06,100,1,1.23,35.62,0.05,0.1,88.23
2025-08-10,Rajbari,Dhaka,23.739837,89.570413,31.91,67,5.06,100,1,4.96,50.52,5.91,6.69,186.1
2025-08-10,Rajshahi,Rajshahi,24.628543,89.037686,34.14,57,4.74,81,3,29.11,74.38,7.57,10.47,295.28
2025-08-10,Rangamati,Chattogram,22.650921,92.181433,29.95,72,2.76,93,1,1.89,38.18,0.64,0.13,97.71
2025-08-10,Rangpur,Rangpur,25.637614,89.082638,33.36,61,3.34,100,3,34.82,57.58,12.97,15.12,323.61
2025-08-10,Satkhira,Khulna,22.716651,89.074986,31.83,67,4.69,100,1,2.39,51.05,0.28,0.34,116.61
2025-08-10,Shariatpur,Dhaka,23.213284,90.348125,31.48,68,3.37,100,1,0.9,36.33,0.57,0.67,96.16
2025-08-10,Sherpur,Mymensingh,25.022837,90.014974,32.7,62,4.46,82,2,10.1,60.37,5.02,1.91,211.02
2025-08-10,Sirajganj,Rajshahi,24.457224,89.705705,32.18,67,5.39,98,2,13.17,71.8,5.62,5.09,237.64
2025-08-10,Sunamganj,Sylhet,25.067103,91.398582,31.21,70,1.19,94,1,3.91,49.16,4.91,5.51,154.66
2025-08-10,Sylhet,Sylhet,24.89922,91.868527,30.82,68,1.99,100,1,1.85,34.78,3.2,1.69,123.27
2025-08-10,Tangail,Dhaka,24.273851,89.937591,32.95,61,5.51,99,2,7.94,61.77,4.3,3.78,195.26
2025-08-10,Thakurgaon,Rangpur,23.773143,90.359163,32.02,66,3.6,75,1,1.53,41.04,1.56,1.24,118.33
2025-08-11,Bagerhat,Khulna,22.655478,89.794181,31.65,66,3.94,100,1,2.65,39.32,0.14,0.27,112.63
2025-08-11,Bandarban,Chattogram,21.787476,92.412475,33.66,52,1.5,64,1,0.64,29.65,0.07,0.03,86.27
2025-08-11,Barguna,Barishal,22.131336,90.117243,30.97,69,4.27,100,1,0.96,36.54,0.04,0.06,94.91
2025-08-11,Barishal,Barishal,22.493403,90.354801,32.6,60,3.83,100,1,1.35,35.65,0.07,0.11,97.82
2025-08-11,Bhola,Barishal,22.143569,90.790409,29.01,79,3.56,99,1,0.76,35.24,0.03,0.04,93.45
2025-08-11,Bogura,Rajshahi,24.850066,89.372843,33.51,57,2.65,99,3,30.18,43.6,15.82,15.98,342.86
2025-08-11,Brahmanbaria,Chattogram,23.9606,91.119089,33.06,62,3.09,40,1,2.27,35.57,0.88,0.54,114.1
2025-08-11,Chandpur,Chattogram,23.224176,90.6531,31.74,65,3.96,100,1,0.96,31.74,0.32,0.3,97.89
2025-08-11,Chapai Nawabganj,Rajshahi,24.599887,88.285047,34.45,53,2.47,90,3,31.48,78.39,9.87,18.94,342.21
2025-08-11,Chattogram,Chattogram,22.333778,91.834435,31.93,70,3.09,75,1,0.58,29.35,0.05,0.02,84.71
2025-08-11,Chuadanga,Khulna,23.643661,88.846448,33.03,62,3.18,100,3,27.1,76.22,8.87,18.31,341.58
2025-08-11,Cox's Bazar,Chattogram,21.176647,92.003505,28.75,77,3.57,58,1,0.68,32.24,0.02,0.03,87.09
2025-08-11,Cumilla,Chattogram,23.461061,91.180875,32.56,62,3.13,100,1,1.41,33.19,0.49,0.31,102.81
2025-08-11,Dhaka,Dhaka,23.764386,90.389014,32.98,66,2.57,40,1,3.1,38.74,1.53,1.66,119.73
2025-08-11,Dinajpur,Rangpur,25.626071,88.634623,33.42,58,2.38,99,4,62.83,37.05,21.71,25.91,465.0
2025-08-11,Faridpur,Dhaka,23.604018,89.841554,32.35,65,3.47,99,1,6.91,48.28,2.97,4.55,153.71
2025-08-11,Feni,Chattogram,23.01276,91.404923,31.28,68,3.43,100,1,0.97,31.91,0.26,0.12,93.39
2025-08-11,Gaibandha,Rangpur,25.086001,89.869644,33.22,59,3.37,98,2,17.54,41.43,10.36,6.19,258.16
2025-08-11,Gazipur,Dhaka,23.999756,90.417363,33.01,66,2.57,40,1,3.2,38.17,1.61,1.43,122.93
2025-08-11,Gopalganj,Dhaka,23.004994,89.830318,32.95,60,3.42,100,1,2.3,40.78,0.72,1.46,112.66
2025-08-11,Habiganj,Sylhet,24.374603,91.414027,32.0,66,2.75,91,1,2.26,34.21,1.5,1.51,118.13
2025-08-11,Jamalpur,Mymensingh,24.925587,89.943668,33.21,59,3.13,97,2,16.29,40.81,10.02,6.35,247.38
2025-08-11,Jashore,Khulna,23.166526,89.209442,32.34,66,3.75,100,1,5.78,54.03,1.99,3.99,156.88
2025-08-11,Jhalokathi,Barishal,22.56239,90.174282,32.62,60,3.92,100,1,1.49,35.85,0.08,0.14,98.86
2025-08-11,Jhenaidah,Khulna,23.544696,89.173194,32.68,64,3.15,100,2,15.25,65.62,5.61,11.05,244.51
2025-08-11,Joypurhat,Rajshahi,25.111402,88.98842,34.08,55,2.98,100,3,48.15,41.76,21.49,31.01,387.73
2025-08-11,Khagrachhari,Chattogram,23.1078,91.988996,33.19,55,1.52,100,1,0.96,31.1,0.39,0.15,90.16
2025-08-11,Khulna,Khulna,22.937209,89.285274,32.27,65,4.1,100,1,5.31,50.42,1.12,2.21,145.18
2025-08-11,Kishoreganj,Dhaka,24.433982,90.785723,32.49,63,3.53,95,1,5.99,42.79,2.23,1.25,136.21
2025-08-11,Kurigram,Rangpur,25.813013,89.643052,31.87,67,3.02,100,3,25.55,33.79,15.62,9.8,319.65
2025-08-11,Kushtia,Khulna,23.898795,89.129554,33.04,61,3.26,100,3,29.75,77.92,9.66,19.52,352.28
2025-08-11,Lakshmipur,Chattogram,22.944537,90.827635,31.52,65,3.28,100,1,1.07,33.55,0.12,0.12,95.88
2025-08-11,Lalmonirhat,Rangpur,25.916351,89.446139,32.69,62,1.5,100,3,30.29,32.61,18.35,12.96,342.6
2025-08-11,Madaripur,Dhaka,23.167518,90.204727,33.09,61,3.61,100,1,1.3,34.77,0.3,0.45,99.47
2025-08-11,Magura,Khulna,23.488077,89.420182,32.4,66,3.4,100,1,8.9,59.32,3.64,6.98,179.18
2025-08-11,Manikganj,Dhaka,23.832984,89.966688,33.22,59,3.98,99,1,9.19,51.21,3.95,5.79,172.86
2025-08-11,Meherpur,Khulna,23.781785,88.636937,33.27,60,3.1,100,3,25.93,74.7,6.96,13.44,318.83
2025-08-11,Moulvibazar,Sylhet,24.488082,91.763018,31.73,68,2.78,91,1,2.24,33.16,1.65,1.52,120.89
2025-08-11,Munshiganj,Dhaka,23.54838,90.534972,33.22,58,4.19,100,1,1.78,34.79,0.78,0.78,106.76
2025-08-11,Mymensingh,Mymensingh,24.888931,90.384519,33.23,59,2.52,99,2,11.54,42.21,6.11,3.22,192.89
2025-08-11,Naogaon,Rajshahi,24.807323,88.944545,34.21,54,2.94,99,3,42.94,44.36,18.8,25.74,392.73
2025-08-11,Narail,Khulna,25.074884,90.391651,32.88,61,2.06,99,2,12.78,42.73,6.85,3.25,205.97
2025-08-11,Narayanganj,Dhaka,23.623673,90.498807,33.01,55,4.16,100,1,2.49,36.48,1.2,1.11,114.85
2025-08-11,Narsingdi,Dhaka,23.919715,90.715298,33.36,57,3.32,88,1,2.33,35.46,1.13,0.67,115.99
2025-08-11,Natore,Rajshahi,24.413185,88.986668,32.74,62,2.6,87,3,32.52,49.57,13.41,15.2,402.74
2025-08-11,Netrokona,Mymensingh,24.891567,90.712533,32.42,62,1.8,99,1,9.53,47.4,2.59,1.72,154.57
2025-08-11,Nilphamari,Rangpur,25.933927,88.853459,33.09,60,1.8,99,4,58.04,27.11,23.28,25.4,442.13
2025-08-11,Noakhali,Chattogram,22.25408,91.17144,28.48,81,2.88,100,1,0.94,33.61,0.02,0.04,92.43
2025-08-11,Pabna,Rajshahi,24.006808,89.244834,33.24,59,3.49,100,2,23.93,62.07,10.59,14.63,313.44
2025-08-11,Panchagarh,Rangpur,26.320945,88.547114,28.67,79,2.04,100,4,52.22,21.97,16.62,9.19,508.56
2025-08-11,Patuakhali,Barishal,22.008424,90.382683,30.42,73,3.44,99,1,0.89,36.11,0.04,0.05,94.42
2025-08-11,Pirojpur,Barishal,22.50956,90.00725,31.78,64,3.88,100,1,1.49,35.85,0.08,0.14,98.86
2025-08-11,Rajbari,Dhaka,23.739837,89.570413,32.94,61,3.59,98,2,13.3,62.87,5.17,9.23,212.01
2025-08-11,Rajshahi,Rajshahi,24.628543,89.037686,33.69,57,2.87,90,3,32.49,44.85,15.86,17.46,370.39
2025-08-11,Rangamati,Chattogram,22.650921,92.181433,31.14,63,0.99,100,1,0.98,30.69,0.68,0.09,96.28
2025-08-11,Rangpur,Rangpur,25.637614,89.082638,32.85,61,2.46,98,4,50.08,32.37,23.0,26.16,394.97
2025-08-11,Satkhira,Khulna,22.716651,89.074986,32.12,66,3.91,100,1,6.57,52.36,0.34,0.5,148.33
2025-08-11,Shariatpur,Dhaka,23.213284,90.348125,32.12,66,3.39,100,1,1.17,34.45,0.41,0.6,99.44
2025-08-11,Sherpur,Mymensingh,25.022837,90.014974,33.27,59,2.7,96,2,13.52,39.24,8.9,3.9,227.1
2025-08-11,Sirajganj,Rajshahi,24.457224,89.705705,31.06,68,3.43,100,2,17.03,38.78,12.87,9.21,269.58
2025-08-11,Sunamganj,Sylhet,25.067103,91.398582,31.51,70,1.49,93,1,7.46,31.85,8.16,11.06,179.06
2025-08-11,Sylhet,Sylhet,24.89922,91.868527,31.58,66,2.12,98,1,3.11,35.86,3.25,2.28,129.04
2025-08-11,Tangail,Dhaka,24.273851,89.937591,32.8,61,3.08,99,2,12.27,43.45,7.54,6.38,208.16
2025-08-11,Thakurgaon,Rangpur,23.773143,90.359163,33.02,66,2.57,40,1,3.1,38.74,1.53,1.66,119.73
2025-08-12,Bagerhat,Khulna,22.655478,89.794181,33.33,57,2.64,100,2,22.29,82.15,0.32,0.45,283.47
2025-08-12,Bandarban,Chattogram,21.787476,92.412475,31.05,76,0.43,100,1,1.25,31.38,0.11,0.03,98.76
2025-08-12,Barguna,Barishal,22.131336,90.117243,31.81,63,4.15,98,2,12.43,82.2,0.1,0.13,238.06
2025-08-12,Barishal,Barishal,22.493403,90.354801,33.46,54,3.6,98,2,14.29,78.77,0.14,0.18,240.95
2025-08-12,Bhola,Barishal,22.143569,90.790409,29.39,75,3.64,100,2,9.56,77.14,0.07,0.09,222.65
2025-08-12,Bogura,Rajshahi,24.850066,89.372843,29.5,78,1.68,98,4,52.06,32.21,16.66,14.6,496.23
2025-08-12,Brahmanbaria,Chattogram,23.9606,91.119089,33.06,66,2.57,75,1,9.1,59.19,1.18,0.74,202.71
2025-08-12,Chandpur,Chattogram,23.224176,90.6531,31.98,64,2.94,100,1,6.04,58.99,0.46,0.41,181.47
2025-08-12,Chapai Nawabganj,Rajshahi,24.599887,88.285047,33.72,57,1.14,99,4,60.25,7.93,25.71,28.1,501.88
2025-08-12,Chattogram,Chattogram,22.333778,91.834435,32.93,66,2.06,75,1,2.73,41.87,0.09,0.03,126.88
2025-08-12,Chuadanga,Khulna,23.643661,88.846448,31.78,71,2.36,97,3,44.0,29.6,26.35,28.95,594.77
2025-08-12,Cox's Bazar,Chattogram,21.176647,92.003505,28.45,81,4.46,73,1,2.88,43.85,0.02,0.02,136.24
2025-08-12,Cumilla,Chattogram,23.461061,91.180875,32.46,64,2.33,100,1,7.32,59.01,0.63,0.4,189.16
2025-08-12,Dhaka,Dhaka,23.764386,90.389014,31.98,66,3.09,40,2,8.15,66.04,1.61,1.06,214.26
2025-08-12,Dinajpur,Rangpur,25.626071,88.634623,34.18,54,1.95,92,5,98.17,15.24,31.28,28.81,620.21
2025-08-12,Faridpur,Dhaka,23.604018,89.841554,32.47,64,3.03,100,2,10.44,66.69,3.21,3.01,247.46
2025-08-12,Feni,Chattogram,23.01276,91.404923,31.85,66,3.18,100,1,5.38,53.86,0.35,0.24,166.99
2025-08-12,Gaibandha,Rangpur,25.086001,89.869644,30.45,74,3.29,98,3,35.48,42.99,8.9,3.88,380.68
2025-08-12,Gazipur,Dhaka,23.999756,90.417363,32.01,66,3.09,40,2,8.49,63.39,1.86,1.07,213.14
2025-08-12,Gopalganj,Dhaka,23.004994,89.830318,33.72,55,2.75,100,2,12.69,72.61,1.21,1.63,239.67
2025-08-12,Habiganj,Sylhet,24.374603,91.414027,32.08,68,2.34,96,1,7.45,52.28,2.03,1.86,193.76
2025-08-12,Jamalpur,Mymensingh,24.925587,89.943668,28.88,80,1.83,100,3,30.72,47.68,8.14,3.78,357.01
2025-08-12,Jashore,Khulna,23.166526,89.209442,32.0,69,2.33,100,2,21.24,72.2,4.28,5.82,310.14
2025-08-12,Jhalokathi,Barishal,22.56239,90.174282,34.08,52,3.05,99,2,15.84,79.45,0.16,0.21,249.62
2025-08-12,Jhenaidah,Khulna,23.544696,89.173194,31.9,71,2.5,98,3,29.34,50.3,13.89,16.18,426.6
2025-08-12,Joypurhat,Rajshahi,25.111402,88.98842,34.37,56,1.1,86,4,62.26,24.74,22.18,36.29,528.66
2025-08-12,Khagrachhari,Chattogram,23.1078,91.988996,33.79,53,0.98,100,1,3.28,43.32,0.64,0.48,137.36
2025-08-12,Khulna,Khulna,22.937209,89.285274,32.94,64,3.01,100,2,23.97,79.13,2.43,3.27,308.3
2025-08-12,Kishoreganj,Dhaka,24.433982,90.785723,32.24,64,2.33,96,2,9.07,65.43,2.54,0.89,223.11
2025-08-12,Kurigram,Rangpur,25.813013,89.643052,32.4,66,4.12,97,3,41.9,19.98,16.45,4.62,534.08
2025-08-12,Kushtia,Khulna,23.898795,89.129554,32.17,68,2.66,96,3,38.9,30.41,25.22,26.77,563.56
2025-08-12,Lakshmipur,Chattogram,22.944537,90.827635,31.58,65,3.59,100,2,8.76,67.33,0.18,0.17,200.08
2025-08-12,Lalmonirhat,Rangpur,25.916351,89.446139,34.0,57,2.39,92,3,48.43,17.73,19.11,5.66,585.02
2025-08-12,Madaripur,Dhaka,23.167518,90.204727,32.89,60,2.69,100,2,9.86,69.36,0.38,0.38,212.82
2025-08-12,Magura,Khulna,23.488077,89.420182,32.2,68,2.64,100,2,13.41,66.11,4.99,6.16,280.79
2025-08-12,Manikganj,Dhaka,23.832984,89.966688,33.26,59,3.37,100,2,11.12,65.58,3.98,3.39,258.76
2025-08-12,Meherpur,Khulna,23.781785,88.636937,32.1,68,2.31,100,3,36.45,35.55,19.33,20.56,505.33
2025-08-12,Moulvibazar,Sylhet,24.488082,91.763018,29.5,80,0.56,100,1,7.11,47.5,2.38,1.8,193.82
2025-08-12,Munshiganj,Dhaka,23.54838,90.534972,33.17,58,3.26,100,2,7.16,62.51,0.94,0.65,197.21
2025-08-12,Mymensingh,Mymensingh,24.888931,90.384519,29.99,76,1.82,100,2,18.82,55.49,4.59,1.92,281.52
2025-08-12,Naogaon,Rajshahi,24.807323,88.944545,33.14,62,2.1,96,4,56.9,26.96,21.17,29.64,531.36
2025-08-12,Narail,Khulna,25.074884,90.391651,28.84,83,2.19,99,2,22.47,50.77,5.25,2.18,298.61
2025-08-12,Narayanganj,Dhaka,23.623673,90.498807,32.01,56,3.23,100,2,7.83,62.95,1.4,0.86,205.18
2025-08-12,Narsingdi,Dhaka,23.919715,90.715298,32.8,61,2.49,100,2,8.23,60.3,1.54,0.79,203.35
2025-08-12,Natore,Rajshahi,24.413185,88.986668,32.08,66,1.25,99,3,46.18,31.4,19.16,16.34,536.74
2025-08-12,Netrokona,Mymensingh,24.891567,90.712533,29.16,79,2.76,99,2,13.95,58.25,3.77,1.5,252.28
2025-08-12,Nilphamari,Rangpur,25.933927,88.853459,33.76,57,2.02,97,5,82.32,15.04,27.67,26.96,588.96
2025-08-12,Noakhali,Chattogram,22.25408,91.17144,28.37,80,3.22,96,2,6.97,66.37,0.05,0.06,195.28
2025-08-12,Pabna,Rajshahi,24.006808,89.244834,32.45,65,2.47,99,3,31.67,42.11,15.64,14.68,442.24
2025-08-12,Panchagarh,Rangpur,26.320945,88.547114,33.58,58,2.81,99,4,69.61,6.63,25.74,7.34,654.6
2025-08-12,Patuakhali,Barishal,22.008424,90.382683,30.66,69,3.78,100,2,11.47,80.51,0.09,0.12,232.92
2025-08-12,Pirojpur,Barishal,22.50956,90.00725,33.88,53,3.07,100,2,15.84,79.45,0.16,0.21,249.62
2025-08-12,Rajbari,Dhaka,23.739837,89.570413,32.69,65,3.17,100,2,14.36,61.85,5.97,6.53,295.83
2025-08-12,Rajshahi,Rajshahi,24.628543,89.037686,32.29,66,1.48,97,3,48.99,32.23,17.94,17.75,504.17
2025-08-12,Rangamati,Chattogram,22.650921,92.181433,31.59,61,0.44,100,1,3.18,40.1,1.76,0.23,151.69
2025-08-12,Rangpur,Rangpur,25.637614,89.082638,34.1,56,1.7,95,4,72.89,15.86,26.7,25.88,572.84
2025-08-12,Satkhira,Khulna,22.716651,89.074986,32.74,65,3.02,100,3,28.73,88.02,0.75,0.88,315.42
2025-08-12,Shariatpur,Dhaka,23.213284,90.348125,31.77,66,2.79,100,2,6.95,65.13,0.49,0.47,196.94
2025-08-12,Sherpur,Mymensingh,25.022837,90.014974,29.18,79,2.64,99,3,25.51,48.83,5.68,2.37,314.47
2025-08-12,Sirajganj,Rajshahi,24.457224,89.705705,30.31,74,2.55,100,3,29.68,49.44,9.57,5.49,359.84
2025-08-12,Sunamganj,Sylhet,25.067103,91.398582,29.03,82,2.2,89,2,14.45,41.63,13.25,11.26,285.48
2025-08-12,Sylhet,Sylhet,24.89922,91.868527,28.54,83,1.2,96,1,8.17,36.46,7.07,2.05,200.93
2025-08-12,Tangail,Dhaka,24.273851,89.937591,31.75,67,2.21,99,2,17.85,59.9,5.73,3.51,292.7
2025-08-12,Thakurgaon,Rangpur,23.773143,90.359163,32.02,66,3.09,40,2,8.15,66.04,1.61,1.06,214.26
2025-08-13,Bagerhat,Khulna,22.655478,89.794181,31.98,63,3.95,100,1,1.67,44.93,0.09,0.13,150.55
2025-08-13,Bandarban,Chattogram,21.787476,92.412475,32.08,62,2.22,100,1,2.01,39.04,0.19,0.1,105.56
2025-08-13,Barguna,Barishal,22.131336,90.117243,31.07,68,5.56,100,1,1.53,52.46,0.04,0.1,156.59
2025-08-13,Barishal,Barishal,22.493403,90.354801,30.44,69,4.14,100,1,1.84,49.98,0.04,0.08,151.99
2025-08-13,Bhola,Barishal,22.143569,90.790409,28.74,82,6.99,100,1,2.03,48.93,0.05,0.11,134.81
2025-08-13,Bogura,Rajshahi,24.850066,89.372843,26.98,84,3.45,100,2,11.15,43.04,6.39,6.76,259.8
2025-08-13,Brahmanbaria,Chattogram,23.9606,91.119089,27.06,100,1.54,75,1,1.74,35.87,1.46,0.39,152.62
2025-08-13,Chandpur,Chattogram,23.224176,90.6531,27.57,86,3.04,100,1,1.2,42.95,0.44,0.25,149.03
2025-08-13,Chapai Nawabganj,Rajshahi,24.599887,88.285047,26.21,89,2.4,100,2,19.41,40.61,14.57,13.39,345.86
2025-08-13,Chattogram,Chattogram,22.333778,91.834435,29.93,89,3.09,75,1,1.62,39.04,0.25,0.08,99.54
2025-08-13,Chuadanga,Khulna,23.643661,88.846448,29.03,83,3.51,100,2,13.7,32.51,14.73,18.66,352.55
2025-08-13,Cox's Bazar,Chattogram,21.176647,92.003505,28.95,81,8.75,100,1,3.44,45.47,0.2,0.15,117.05
2025-08-13,Cumilla,Chattogram,23.461061,91.180875,27.6,86,2.22,100,1,1.6,38.83,0.87,0.22,144.22
2025-08-13,Dhaka,Dhaka,23.764386,90.389014,27.17,86,3.78,100,1,1.98,34.9,1.52,0.58,148.44
2025-08-13,Dinajpur,Rangpur,25.626071,88.634623,25.64,97,4.2,100,3,31.48,41.26,15.47,19.67,370.59
2025-08-13,Faridpur,Dhaka,23.604018,89.841554,27.97,85,3.39,100,1,2.78,33.94,2.26,1.66,157.81
2025-08-13,Feni,Chattogram,23.01276,91.404923,28.88,78,2.16,100,1,1.67,38.33,0.89,0.21,125.3
2025-08-13,Gaibandha,Rangpur,25.086001,89.869644,26.45,92,3.35,100,1,5.36,40.83,2.53,0.79,199.39
2025-08-13,Gazipur,Dhaka,23.999756,90.417363,25.89,93,4.76,100,1,2.02,32.78,1.8,0.61,152.11
2025-08-13,Gopalganj,Dhaka,23.004994,89.830318,31.01,68,2.77,100,1,1.51,39.45,0.74,0.92,143.37
2025-08-13,Habiganj,Sylhet,24.374603,91.414027,24.93,98,3.64,100,1,3.41,28.77,4.19,2.19,174.93
2025-08-13,Jamalpur,Mymensingh,24.925587,89.943668,26.53,92,4.16,100,1,5.0,37.08,2.99,0.84,194.54
2025-08-13,Jashore,Khulna,23.166526,89.209442,29.09,80,2.64,100,1,2.27,38.13,2.43,3.44,160.55
2025-08-13,Jhalokathi,Barishal,22.56239,90.174282,30.3,69,4.08,100,1,1.72,50.44,0.04,0.08,157.27
2025-08-13,Jhenaidah,Khulna,23.544696,89.173194,28.66,84,2.37,100,1,6.82,34.92,7.84,10.12,239.4
2025-08-13,Joypurhat,Rajshahi,25.111402,88.98842,25.98,95,2.68,100,2,20.8,42.8,11.96,19.79,319.54
2025-08-13,Khagrachhari,Chattogram,23.1078,91.988996,30.39,71,0.65,100,1,1.62,35.73,1.72,0.49,121.21
